id,project_a,project_b,weight_a,weight_b,stars_a,forks_a,open_issues_a,open_pulls_a,stars_b,forks_b,open_issues_b,open_pulls_b
748,https://github.com/webreflection/flatted,https://github.com/nodeca/js-yaml,0.9221789883,0.0778210117,1053.0,47.0,2.0,1.0,6335.0,776.0,30.0,14.0
749,https://github.com/webreflection/flatted,https://github.com/vitest-dev/vitest,0.8163030999,0.1836969001,1053.0,47.0,2.0,1.0,13467.0,1223.0,30.0,30.0
750,https://github.com/webreflection/flatted,https://github.com/fastify/fastify,0.9699863574,0.0300136426,1053.0,47.0,2.0,1.0,32708.0,2328.0,30.0,27.0
751,https://github.com/webreflection/flatted,https://github.com/biomejs/biome,0.2111045131,0.7888954869,1053.0,47.0,2.0,1.0,16166.0,506.0,30.0,30.0
752,https://github.com/xtuc/webassemblyjs,https://github.com/vuejs/vue,0.16634357456,0.83365642544,790.0,92.0,30.0,15.0,208223.0,33686.0,30.0,30.0
753,https://github.com/xtuc/webassemblyjs,https://github.com/redux-saga/redux-saga,0.58269653527,0.41730346473,790.0,92.0,30.0,15.0,22535.0,1974.0,30.0,9.0
754,https://github.com/xtuc/webassemblyjs,https://github.com/level/levelup,0.93569818897,0.06430181103,790.0,92.0,30.0,15.0,4085.0,267.0,0.0,0.0
755,https://github.com/xtuc/webassemblyjs,https://github.com/debug-js/debug,0.8839858446,0.1160141554,790.0,92.0,30.0,15.0,11186.0,943.0,30.0,20.0
758,https://github.com/xtuc/webassemblyjs,https://github.com/webpack/webpack,0.02082980907,0.97917019093,790.0,92.0,30.0,15.0,64923.0,8911.0,30.0,30.0
759,https://github.com/xtuc/webassemblyjs,https://github.com/gulpjs/gulp,0.26193059971,0.73806940029,790.0,92.0,30.0,15.0,33044.0,4225.0,30.0,4.0
761,https://github.com/xtuc/webassemblyjs,https://github.com/reactivex/rxjs,0.989626556,0.010373444,790.0,92.0,30.0,15.0,30901.0,3005.0,30.0,30.0
763,https://github.com/xtuc/webassemblyjs,https://github.com/mikemcl/bignumber.js,0.65075954895,0.34924045105,790.0,92.0,30.0,15.0,6740.0,744.0,25.0,6.0
764,https://github.com/xtuc/webassemblyjs,https://github.com/marak/colors.js,0.87320476,0.12679524,790.0,92.0,30.0,15.0,5177.0,449.0,30.0,19.0
767,https://github.com/xtuc/webassemblyjs,https://github.com/gregberge/svgr,0.4375614227,0.5624385773,790.0,92.0,30.0,15.0,10612.0,424.0,30.0,13.0
768,https://github.com/xtuc/webassemblyjs,https://github.com/emotion-js/emotion,0.8757486393,0.1242513607,790.0,92.0,30.0,15.0,17575.0,1113.0,30.0,30.0
769,https://github.com/xtuc/webassemblyjs,https://github.com/chzyer/readline,0.9936183791,0.0063816209,790.0,92.0,30.0,15.0,2105.0,281.0,30.0,30.0
770,https://github.com/xtuc/webassemblyjs,https://github.com/pnpm/cmd-shim,0.81181317043,0.18818682957,790.0,92.0,30.0,15.0,14.0,11.0,7.0,2.0
771,https://github.com/xtuc/webassemblyjs,https://github.com/wooorm/markdown-table,0.5583563639,0.4416436361,790.0,92.0,30.0,15.0,273.0,24.0,0.0,0.0
772,https://github.com/xtuc/webassemblyjs,https://github.com/coinbase/coinbase-wallet-sdk,0.04005688552,0.95994311448,790.0,92.0,30.0,15.0,1525.0,595.0,6.0,4.0
774,https://github.com/xtuc/webassemblyjs,https://github.com/bradfitz/iter,0.00745643062,0.99254356938,790.0,92.0,30.0,15.0,298.0,12.0,0.0,0.0
775,https://github.com/xtuc/webassemblyjs,https://github.com/sindresorhus/type-fest,0.4487579018,0.5512420982,790.0,92.0,30.0,15.0,14615.0,568.0,30.0,11.0
776,https://github.com/xtuc/webassemblyjs,https://github.com/eslint/eslint,0.04042635257,0.95957364743,790.0,92.0,30.0,15.0,25375.0,4602.0,30.0,14.0
778,https://github.com/xtuc/webassemblyjs,https://github.com/dcodeio/long.js,0.1559951252,0.8440048748,790.0,92.0,30.0,15.0,891.0,205.0,29.0,11.0
779,https://github.com/xtuc/webassemblyjs,https://github.com/qix-/color-convert,0.7882520133,0.2117479867,790.0,92.0,30.0,15.0,750.0,96.0,17.0,4.0
780,https://github.com/xtuc/webassemblyjs,https://github.com/mafintosh/pump,0.05474584636,0.94525415364,790.0,92.0,30.0,15.0,908.0,59.0,17.0,5.0
781,https://github.com/xtuc/webassemblyjs,https://github.com/prettier/prettier,0.6816878329,0.3183121671,790.0,92.0,30.0,15.0,49713.0,4417.0,30.0,30.0
783,https://github.com/rollup/rollup,https://github.com/level/levelup,0.97078525674,0.02921474326,25489.0,1538.0,30.0,25.0,4085.0,267.0,0.0,0.0
784,https://github.com/rollup/rollup,https://github.com/debug-js/debug,0.85322128337,0.14677871663,25489.0,1538.0,30.0,25.0,11186.0,943.0,30.0,20.0
785,https://github.com/rollup/rollup,https://github.com/babel/babel,0.05840825368,0.94159174632,25489.0,1538.0,30.0,25.0,43344.0,5653.0,30.0,30.0
787,https://github.com/rollup/rollup,https://github.com/mochajs/mocha,0.30512450971,0.69487549029,25489.0,1538.0,30.0,25.0,22659.0,3015.0,30.0,18.0
789,https://github.com/rollup/rollup,https://github.com/mikemcl/bignumber.js,0.90195584557,0.09804415443,25489.0,1538.0,30.0,25.0,6740.0,744.0,25.0,6.0
792,https://github.com/rollup/rollup,https://github.com/electron/electron,0.51788903923,0.48211096077,25489.0,1538.0,30.0,25.0,114977.0,15674.0,30.0,30.0
793,https://github.com/rollup/rollup,https://github.com/gregberge/svgr,0.76294798417,0.23705201583,25489.0,1538.0,30.0,25.0,10612.0,424.0,30.0,13.0
794,https://github.com/rollup/rollup,https://github.com/emotion-js/emotion,0.57715687678,0.42284312322,25489.0,1538.0,30.0,25.0,17575.0,1113.0,30.0,30.0
796,https://github.com/rollup/rollup,https://github.com/pnpm/cmd-shim,0.45861045523,0.54138954477,25489.0,1538.0,30.0,25.0,14.0,11.0,7.0,2.0
797,https://github.com/rollup/rollup,https://github.com/coinbase/coinbase-wallet-sdk,0.20121201115,0.79878798886,25489.0,1538.0,30.0,25.0,1525.0,595.0,6.0,4.0
798,https://github.com/rollup/rollup,https://github.com/bradfitz/iter,0.1037807259,0.8962192741,25489.0,1538.0,30.0,25.0,298.0,12.0,0.0,0.0
800,https://github.com/rollup/rollup,https://github.com/dcodeio/long.js,0.13854181834,0.86145818166,25489.0,1538.0,30.0,25.0,891.0,205.0,29.0,11.0
801,https://github.com/rollup/rollup,https://github.com/qix-/color-convert,0.58978324565,0.41021675435,25489.0,1538.0,30.0,25.0,750.0,96.0,17.0,4.0
805,https://github.com/rollup/rollup,https://github.com/cssnano/cssnano,0.93795487335,0.06204512665,25489.0,1538.0,30.0,25.0,4815.0,319.0,30.0,6.0
807,https://github.com/rollup/rollup,https://github.com/immerjs/immer,0.91964416436,0.08035583564,25489.0,1538.0,30.0,25.0,27910.0,852.0,30.0,20.0
809,https://github.com/rollup/rollup,https://github.com/lukeed/polka,0.66032890202,0.33967109798,25489.0,1538.0,30.0,25.0,5435.0,173.0,27.0,4.0
814,https://github.com/rollup/rollup,https://github.com/ajv-validator/ajv,0.50207723436,0.49792276564,25489.0,1538.0,30.0,25.0,13951.0,886.0,30.0,30.0
815,https://github.com/rollup/rollup,https://github.com/mozilla/source-map,0.8818837503,0.1181162497,25489.0,1538.0,30.0,25.0,3578.0,361.0,30.0,22.0
816,https://github.com/rollup/rollup,https://github.com/browserslist/browserslist,0.68862623051,0.31137376949,25489.0,1538.0,30.0,25.0,13094.0,721.0,30.0,6.0
817,https://github.com/rollup/rollup,https://github.com/floating-ui/floating-ui,0.56651574382,0.43348425618,25489.0,1538.0,30.0,25.0,30394.0,1625.0,29.0,7.0
820,https://github.com/rollup/rollup,https://github.com/clap-rs/clap,0.78084411929,0.21915588071,25489.0,1538.0,30.0,25.0,14537.0,1062.0,30.0,24.0
821,https://github.com/rollup/rollup,https://github.com/fb55/entities,0.03262158956,0.96737841044,25489.0,1538.0,30.0,25.0,329.0,63.0,2.0,1.0
822,https://github.com/rollup/rollup,https://github.com/ljharb/qs,0.60604154225,0.39395845775,25489.0,1538.0,30.0,25.0,8601.0,732.0,30.0,12.0
823,https://github.com/rollup/rollup,https://github.com/epoberezkin/fast-deep-equal,0.47437398772,0.52562601228,25489.0,1538.0,30.0,25.0,1927.0,105.0,30.0,14.0
824,https://github.com/rollup/rollup,https://github.com/rich-harris/magic-string,0.96345587927,0.03654412073,25489.0,1538.0,30.0,25.0,2424.0,114.0,29.0,8.0
825,https://github.com/rollup/rollup,https://github.com/axios/axios,0.56561698142,0.43438301858,25489.0,1538.0,30.0,25.0,106065.0,10988.0,30.0,30.0
826,https://github.com/rollup/rollup,https://github.com/numpy/numpy,0.26491956423,0.73508043577,25489.0,1538.0,30.0,25.0,28440.0,10254.0,30.0,30.0
827,https://github.com/rollup/rollup,https://github.com/colorjs/color-name,0.8045602606,0.1954397394,25489.0,1538.0,30.0,25.0,119.0,30.0,0.0,0.0
828,https://github.com/rollup/rollup,https://github.com/brooooooklyn/snappy,0.8606116106,0.1393883894,25489.0,1538.0,30.0,25.0,167.0,10.0,12.0,1.0
829,https://github.com/rollup/rollup,https://github.com/import-js/eslint-plugin-import,0.84238777116,0.15761222884,25489.0,1538.0,30.0,25.0,5606.0,1572.0,30.0,30.0
831,https://github.com/rollup/rollup,https://github.com/getsentry/sentry-javascript,0.05322126028,0.94677873972,25489.0,1538.0,30.0,25.0,8053.0,1599.0,30.0,30.0
833,https://github.com/rollup/rollup,https://github.com/boa-dev/boa,0.77676447463,0.22323552537,25489.0,1538.0,30.0,25.0,5349.0,407.0,30.0,24.0
834,https://github.com/rollup/rollup,https://github.com/pandas-dev/pandas,0.34942946232,0.65057053768,25489.0,1538.0,30.0,25.0,44144.0,18098.0,30.0,30.0
835,https://github.com/rollup/rollup,https://github.com/inikulin/parse5,0.99390071705,0.00609928295,25489.0,1538.0,30.0,25.0,3696.0,237.0,30.0,6.0
836,https://github.com/rollup/rollup,https://github.com/ethers-io/ethers.js,0.94599364073,0.05400635927,25489.0,1538.0,30.0,25.0,8049.0,1891.0,30.0,30.0
837,https://github.com/rollup/rollup,https://github.com/nodeca/js-yaml,0.91692276346,0.08307723654,25489.0,1538.0,30.0,25.0,6335.0,776.0,30.0,14.0
838,https://github.com/rollup/rollup,https://github.com/formatjs/formatjs,0.9595759553,0.0404240447,25489.0,1538.0,30.0,25.0,14363.0,1362.0,30.0,11.0
842,https://github.com/rollup/rollup,https://github.com/biomejs/biome,0.44297781034,0.55702218966,25489.0,1538.0,30.0,25.0,16166.0,506.0,30.0,30.0
844,https://github.com/rollup/rollup,https://github.com/alexeyraspopov/picocolors,0.9985557481,0.0014442519,25489.0,1538.0,30.0,25.0,1415.0,45.0,10.0,4.0
846,https://github.com/level/levelup,https://github.com/babel/babel,0.00105035642,0.99894964358,4085.0,267.0,0.0,0.0,43344.0,5653.0,30.0,30.0
847,https://github.com/level/levelup,https://github.com/gulpjs/gulp,0.01354678796,0.98645321204,4085.0,267.0,0.0,0.0,33044.0,4225.0,30.0,4.0
849,https://github.com/level/levelup,https://github.com/electron/electron,0.03490788711,0.96509211289,4085.0,267.0,0.0,0.0,114977.0,15674.0,30.0,30.0
850,https://github.com/level/levelup,https://github.com/gregberge/svgr,0.09851701195,0.90148298805,4085.0,267.0,0.0,0.0,10612.0,424.0,30.0,13.0
851,https://github.com/level/levelup,https://github.com/emotion-js/emotion,0.10289116515,0.89710883485,4085.0,267.0,0.0,0.0,17575.0,1113.0,30.0,30.0
852,https://github.com/level/levelup,https://github.com/chzyer/readline,0.82547481352,0.17452518648,4085.0,267.0,0.0,0.0,2105.0,281.0,30.0,30.0
853,https://github.com/level/levelup,https://github.com/coinbase/coinbase-wallet-sdk,0.00637518452,0.99362481548,4085.0,267.0,0.0,0.0,1525.0,595.0,6.0,4.0
854,https://github.com/level/levelup,https://github.com/bradfitz/iter,0.00221768828,0.99778231172,4085.0,267.0,0.0,0.0,298.0,12.0,0.0,0.0
855,https://github.com/level/levelup,https://github.com/eslint/eslint,0.00103031931,0.99896968069,4085.0,267.0,0.0,0.0,25375.0,4602.0,30.0,14.0
856,https://github.com/level/levelup,https://github.com/dcodeio/long.js,0.00301428848,0.99698571152,4085.0,267.0,0.0,0.0,891.0,205.0,29.0,11.0
857,https://github.com/level/levelup,https://github.com/facebook/react,0.26079480721,0.73920519279,4085.0,267.0,0.0,0.0,230898.0,47265.0,30.0,30.0
859,https://github.com/level/levelup,https://github.com/heim-rs/darwin-libproc,0.82704149943,0.17295850057,4085.0,267.0,0.0,0.0,7.0,22.0,6.0,4.0
861,https://github.com/level/levelup,https://github.com/jedisct1/go-minisign,0.06582995187,0.93417004813,4085.0,267.0,0.0,0.0,113.0,13.0,1.0,1.0
862,https://github.com/level/levelup,https://github.com/ajv-validator/ajv,0.06691097853,0.93308902147,4085.0,267.0,0.0,0.0,13951.0,886.0,30.0,30.0
864,https://github.com/level/levelup,https://github.com/floating-ui/floating-ui,0.06260655041,0.93739344959,4085.0,267.0,0.0,0.0,30394.0,1625.0,29.0,7.0
866,https://github.com/level/levelup,https://github.com/fb55/entities,0.01211387038,0.98788612962,4085.0,267.0,0.0,0.0,329.0,63.0,2.0,1.0
867,https://github.com/level/levelup,https://github.com/epoberezkin/fast-deep-equal,0.02904590643,0.97095409357,4085.0,267.0,0.0,0.0,1927.0,105.0,30.0,14.0
869,https://github.com/level/levelup,https://github.com/colorjs/color-name,0.2258064516,0.7741935484,4085.0,267.0,0.0,0.0,119.0,30.0,0.0,0.0
871,https://github.com/level/levelup,https://github.com/import-js/eslint-plugin-import,0.06785793735,0.93214206265,4085.0,267.0,0.0,0.0,5606.0,1572.0,30.0,30.0
873,https://github.com/level/levelup,https://github.com/humanwhocodes/object-schema,0.02899828879,0.97100171121,4085.0,267.0,0.0,0.0,32.0,7.0,1.0,1.0
874,https://github.com/level/levelup,https://github.com/boa-dev/boa,0.13119208349,0.86880791651,4085.0,267.0,0.0,0.0,5349.0,407.0,30.0,24.0
876,https://github.com/level/levelup,https://github.com/ethers-io/ethers.js,0.15129771357,0.84870228643,4085.0,267.0,0.0,0.0,8049.0,1891.0,30.0,30.0
877,https://github.com/level/levelup,https://github.com/formatjs/formatjs,0.1929053779,0.8070946221,4085.0,267.0,0.0,0.0,14363.0,1362.0,30.0,11.0
878,https://github.com/level/levelup,https://github.com/kaelzhang/node-ignore,0.85174418605,0.14825581395,4085.0,267.0,0.0,0.0,448.0,46.0,6.0,1.0
879,https://github.com/level/levelup,https://github.com/google/flatbuffers,0.01510177282,0.98489822718,4085.0,267.0,0.0,0.0,23549.0,3268.0,30.0,30.0
881,https://github.com/level/levelup,https://github.com/fastify/fastify,0.04061071924,0.95938928076,4085.0,267.0,0.0,0.0,32708.0,2328.0,30.0,27.0
883,https://github.com/mikemcl/bignumber.js,https://github.com/marak/colors.js,0.3146041732,0.6853958268,6740.0,744.0,25.0,6.0,5177.0,449.0,30.0,19.0
884,https://github.com/mikemcl/bignumber.js,https://github.com/babel/babel,0.02039986951,0.97960013049,6740.0,744.0,25.0,6.0,43344.0,5653.0,30.0,30.0
885,https://github.com/mikemcl/bignumber.js,https://github.com/go-task/slim-sprig,0.34516443114,0.65483556886,6740.0,744.0,25.0,6.0,63.0,15.0,9.0,2.0
886,https://github.com/mikemcl/bignumber.js,https://github.com/gulpjs/gulp,0.08921429853,0.91078570147,6740.0,744.0,25.0,6.0,33044.0,4225.0,30.0,4.0
887,https://github.com/mikemcl/bignumber.js,https://github.com/debug-js/debug,0.22552802569,0.77447197431,6740.0,744.0,25.0,6.0,11186.0,943.0,30.0,20.0
889,https://github.com/mikemcl/bignumber.js,https://github.com/level/levelup,0.44472733946,0.55527266054,6740.0,744.0,25.0,6.0,4085.0,267.0,0.0,0.0
891,https://github.com/mikemcl/bignumber.js,https://github.com/dcodeio/long.js,0.00124856216,0.99875143784,6740.0,744.0,25.0,6.0,891.0,205.0,29.0,11.0
892,https://github.com/mikemcl/bignumber.js,https://github.com/mafintosh/pump,0.00076862315,0.99923137685,6740.0,744.0,25.0,6.0,908.0,59.0,17.0,5.0
893,https://github.com/mikemcl/bignumber.js,https://github.com/eslint/eslint,0.00278853479,0.99721146521,6740.0,744.0,25.0,6.0,25375.0,4602.0,30.0,14.0
895,https://github.com/mikemcl/bignumber.js,https://github.com/cssnano/cssnano,0.43013258343,0.56986741657,6740.0,744.0,25.0,6.0,4815.0,319.0,30.0,6.0
896,https://github.com/mikemcl/bignumber.js,https://github.com/heim-rs/darwin-libproc,0.66609818287,0.33390181713,6740.0,744.0,25.0,6.0,7.0,22.0,6.0,4.0
897,https://github.com/mikemcl/bignumber.js,https://github.com/immerjs/immer,0.33511063249,0.66488936751,6740.0,744.0,25.0,6.0,27910.0,852.0,30.0,20.0
899,https://github.com/mikemcl/bignumber.js,https://github.com/lukeed/polka,0.14501402215,0.85498597785,6740.0,744.0,25.0,6.0,5435.0,173.0,27.0,4.0
900,https://github.com/mikemcl/bignumber.js,https://github.com/gregberge/svgr,0.00937728324,0.99062271676,6740.0,744.0,25.0,6.0,10612.0,424.0,30.0,13.0
901,https://github.com/mikemcl/bignumber.js,https://github.com/chzyer/readline,0.58400621117,0.41599378883,6740.0,744.0,25.0,6.0,2105.0,281.0,30.0,30.0
902,https://github.com/mikemcl/bignumber.js,https://github.com/ajv-validator/ajv,0.07830151335,0.92169848665,6740.0,744.0,25.0,6.0,13951.0,886.0,30.0,30.0
903,https://github.com/mikemcl/bignumber.js,https://github.com/browserslist/browserslist,0.0772377243,0.9227622757,6740.0,744.0,25.0,6.0,13094.0,721.0,30.0,6.0
905,https://github.com/mikemcl/bignumber.js,https://github.com/floating-ui/floating-ui,0.04433243661,0.95566756339,6740.0,744.0,25.0,6.0,30394.0,1625.0,29.0,7.0
907,https://github.com/mikemcl/bignumber.js,https://github.com/axios/axios,0.03884381267,0.96115618733,6740.0,744.0,25.0,6.0,106065.0,10988.0,30.0,30.0
909,https://github.com/mikemcl/bignumber.js,https://github.com/import-js/eslint-plugin-import,0.18555176577,0.81444823423,6740.0,744.0,25.0,6.0,5606.0,1572.0,30.0,30.0
910,https://github.com/mikemcl/bignumber.js,https://github.com/coinbase/coinbase-wallet-sdk,1.11e-05,0.9999889,6740.0,744.0,25.0,6.0,1525.0,595.0,6.0,4.0
911,https://github.com/mikemcl/bignumber.js,https://github.com/boa-dev/boa,0.43615911491,0.56384088509,6740.0,744.0,25.0,6.0,5349.0,407.0,30.0,24.0
912,https://github.com/mikemcl/bignumber.js,https://github.com/humanwhocodes/object-schema,0.06129398615,0.93870601385,6740.0,744.0,25.0,6.0,32.0,7.0,1.0,1.0
914,https://github.com/mikemcl/bignumber.js,https://github.com/epoberezkin/fast-deep-equal,0.01328320802,0.98671679198,6740.0,744.0,25.0,6.0,1927.0,105.0,30.0,14.0
915,https://github.com/mikemcl/bignumber.js,https://github.com/inikulin/parse5,0.58763979582,0.41236020418,6740.0,744.0,25.0,6.0,3696.0,237.0,30.0,6.0
916,https://github.com/mikemcl/bignumber.js,https://github.com/formatjs/formatjs,0.3464052288,0.6535947712,6740.0,744.0,25.0,6.0,14363.0,1362.0,30.0,11.0
917,https://github.com/mikemcl/bignumber.js,https://github.com/biomejs/biome,0.05858816135,0.94141183865,6740.0,744.0,25.0,6.0,16166.0,506.0,30.0,30.0
918,https://github.com/mikemcl/bignumber.js,https://github.com/fastify/fastify,0.54309811999,0.45690188001,6740.0,744.0,25.0,6.0,32708.0,2328.0,30.0,27.0
919,https://github.com/mikemcl/bignumber.js,https://github.com/ljharb/qs,0.00024993752,0.99975006248,6740.0,744.0,25.0,6.0,8601.0,732.0,30.0,12.0
920,https://github.com/go-task/slim-sprig,https://github.com/babel/babel,0.00432207655,0.99567792345,63.0,15.0,9.0,2.0,43344.0,5653.0,30.0,30.0
921,https://github.com/go-task/slim-sprig,https://github.com/debug-js/debug,0.25070566243,0.74929433757,63.0,15.0,9.0,2.0,11186.0,943.0,30.0,20.0
923,https://github.com/go-task/slim-sprig,https://github.com/emotion-js/emotion,0.11008122302,0.88991877698,63.0,15.0,9.0,2.0,17575.0,1113.0,30.0,30.0
924,https://github.com/go-task/slim-sprig,https://github.com/chzyer/readline,0.86791243049,0.13208756951,63.0,15.0,9.0,2.0,2105.0,281.0,30.0,30.0
925,https://github.com/go-task/slim-sprig,https://github.com/dcodeio/long.js,0.00526269687,0.99473730313,63.0,15.0,9.0,2.0,891.0,205.0,29.0,11.0
926,https://github.com/go-task/slim-sprig,https://github.com/eslint/eslint,0.00403650482,0.99596349518,63.0,15.0,9.0,2.0,25375.0,4602.0,30.0,14.0
929,https://github.com/go-task/slim-sprig,https://github.com/ajv-validator/ajv,0.11554280587,0.88445719413,63.0,15.0,9.0,2.0,13951.0,886.0,30.0,30.0
931,https://github.com/go-task/slim-sprig,https://github.com/floating-ui/floating-ui,0.14711767802,0.85288232198,63.0,15.0,9.0,2.0,30394.0,1625.0,29.0,7.0
932,https://github.com/go-task/slim-sprig,https://github.com/clap-rs/clap,0.29435522711,0.70564477289,63.0,15.0,9.0,2.0,14537.0,1062.0,30.0,24.0
934,https://github.com/go-task/slim-sprig,https://github.com/epoberezkin/fast-deep-equal,0.04998299252,0.95001700747,63.0,15.0,9.0,2.0,1927.0,105.0,30.0,14.0
935,https://github.com/go-task/slim-sprig,https://github.com/axios/axios,0.19121663815,0.80878336185,63.0,15.0,9.0,2.0,106065.0,10988.0,30.0,30.0
936,https://github.com/go-task/slim-sprig,https://github.com/colorjs/color-name,0.3969849246,0.6030150754,63.0,15.0,9.0,2.0,119.0,30.0,0.0,0.0
937,https://github.com/go-task/slim-sprig,https://github.com/brooooooklyn/snappy,0.68275815945,0.31724184055,63.0,15.0,9.0,2.0,167.0,10.0,12.0,1.0
939,https://github.com/go-task/slim-sprig,https://github.com/getsentry/sentry-javascript,0.00200204353,0.99799795647,63.0,15.0,9.0,2.0,8053.0,1599.0,30.0,30.0
940,https://github.com/go-task/slim-sprig,https://github.com/boa-dev/boa,0.42510020391,0.57489979609,63.0,15.0,9.0,2.0,5349.0,407.0,30.0,24.0
942,https://github.com/go-task/slim-sprig,https://github.com/formatjs/formatjs,0.347973834,0.652026166,63.0,15.0,9.0,2.0,14363.0,1362.0,30.0,11.0
944,https://github.com/go-task/slim-sprig,https://github.com/fastify/fastify,0.51236691892,0.48763308108,63.0,15.0,9.0,2.0,32708.0,2328.0,30.0,27.0
947,https://github.com/electron/electron,https://github.com/debug-js/debug,0.79626142158,0.20373857842,114977.0,15674.0,30.0,30.0,11186.0,943.0,30.0,20.0
948,https://github.com/electron/electron,https://github.com/chzyer/readline,0.98976340278,0.01023659722,114977.0,15674.0,30.0,30.0,2105.0,281.0,30.0,30.0
949,https://github.com/electron/electron,https://github.com/coinbase/coinbase-wallet-sdk,0.30775477732,0.69224522268,114977.0,15674.0,30.0,30.0,1525.0,595.0,6.0,4.0
951,https://github.com/electron/electron,https://github.com/dcodeio/long.js,0.17773824696,0.82226175304,114977.0,15674.0,30.0,30.0,891.0,205.0,29.0,11.0
952,https://github.com/electron/electron,https://github.com/cssnano/cssnano,0.92091459396,0.07908540604,114977.0,15674.0,30.0,30.0,4815.0,319.0,30.0,6.0
954,https://github.com/electron/electron,https://github.com/browserslist/browserslist,0.62617686838,0.37382313162,114977.0,15674.0,30.0,30.0,13094.0,721.0,30.0,6.0
955,https://github.com/electron/electron,https://github.com/clap-rs/clap,0.70113134202,0.29886865798,114977.0,15674.0,30.0,30.0,14537.0,1062.0,30.0,24.0
956,https://github.com/electron/electron,https://github.com/axios/axios,0.47875304065,0.52124695935,114977.0,15674.0,30.0,30.0,106065.0,10988.0,30.0,30.0
957,https://github.com/electron/electron,https://github.com/colorjs/color-name,0.8058252427,0.1941747573,114977.0,15674.0,30.0,30.0,119.0,30.0,0.0,0.0
958,https://github.com/electron/electron,https://github.com/brooooooklyn/snappy,0.71803676545,0.28196323455,114977.0,15674.0,30.0,30.0,167.0,10.0,12.0,1.0
959,https://github.com/electron/electron,https://github.com/boa-dev/boa,0.74464936803,0.25535063197,114977.0,15674.0,30.0,30.0,5349.0,407.0,30.0,24.0
960,https://github.com/electron/electron,https://github.com/biomejs/biome,0.41423102298,0.58576897702,114977.0,15674.0,30.0,30.0,16166.0,506.0,30.0,30.0
961,https://github.com/electron/electron,https://github.com/alexeyraspopov/picocolors,0.9987867023,0.0012132977,114977.0,15674.0,30.0,30.0,1415.0,45.0,10.0,4.0
962,https://github.com/gregberge/svgr,https://github.com/go-task/slim-sprig,0.81827760598,0.18172239402,10612.0,424.0,30.0,13.0,63.0,15.0,9.0,2.0
964,https://github.com/gregberge/svgr,https://github.com/babel/babel,0.01184244356,0.98815755644,10612.0,424.0,30.0,13.0,43344.0,5653.0,30.0,30.0
967,https://github.com/gregberge/svgr,https://github.com/coinbase/coinbase-wallet-sdk,0.11935991695,0.88064008305,10612.0,424.0,30.0,13.0,1525.0,595.0,6.0,4.0
968,https://github.com/gregberge/svgr,https://github.com/bradfitz/iter,0.05276011622,0.94723988378,10612.0,424.0,30.0,13.0,298.0,12.0,0.0,0.0
969,https://github.com/gregberge/svgr,https://github.com/eslint/eslint,0.03794892283,0.96205107717,10612.0,424.0,30.0,13.0,25375.0,4602.0,30.0,14.0
971,https://github.com/gregberge/svgr,https://github.com/cssnano/cssnano,0.90631375962,0.09368624038,10612.0,424.0,30.0,13.0,4815.0,319.0,30.0,6.0
972,https://github.com/gregberge/svgr,https://github.com/dcodeio/long.js,0.0974865785,0.9025134215,10612.0,424.0,30.0,13.0,891.0,205.0,29.0,11.0
973,https://github.com/gregberge/svgr,https://github.com/chzyer/readline,0.97081914067,0.02918085933,10612.0,424.0,30.0,13.0,2105.0,281.0,30.0,30.0
974,https://github.com/gregberge/svgr,https://github.com/ajv-validator/ajv,0.41759997568,0.58240002433,10612.0,424.0,30.0,13.0,13951.0,886.0,30.0,30.0
975,https://github.com/gregberge/svgr,https://github.com/browserslist/browserslist,0.39058332487,0.60941667513,10612.0,424.0,30.0,13.0,13094.0,721.0,30.0,6.0
976,https://github.com/gregberge/svgr,https://github.com/floating-ui/floating-ui,0.3801248584,0.6198751416,10612.0,424.0,30.0,13.0,30394.0,1625.0,29.0,7.0
978,https://github.com/gregberge/svgr,https://github.com/axios/axios,0.37737871775,0.62262128225,10612.0,424.0,30.0,13.0,106065.0,10988.0,30.0,30.0
980,https://github.com/gregberge/svgr,https://github.com/boa-dev/boa,0.5141065831,0.4858934169,10612.0,424.0,30.0,13.0,5349.0,407.0,30.0,24.0
981,https://github.com/emotion-js/emotion,https://github.com/electron/electron,0.44726844063,0.55273155937,17575.0,1113.0,30.0,30.0,114977.0,15674.0,30.0,30.0
982,https://github.com/emotion-js/emotion,https://github.com/babel/babel,0.05542082972,0.94457917028,17575.0,1113.0,30.0,30.0,43344.0,5653.0,30.0,30.0
983,https://github.com/emotion-js/emotion,https://github.com/debug-js/debug,0.75408049779,0.24591950221,17575.0,1113.0,30.0,30.0,11186.0,943.0,30.0,20.0
984,https://github.com/emotion-js/emotion,https://github.com/chzyer/readline,0.97566289779,0.02433710221,17575.0,1113.0,30.0,30.0,2105.0,281.0,30.0,30.0
985,https://github.com/emotion-js/emotion,https://github.com/coinbase/coinbase-wallet-sdk,0.01392764013,0.98607235987,17575.0,1113.0,30.0,30.0,1525.0,595.0,6.0,4.0
987,https://github.com/emotion-js/emotion,https://github.com/dcodeio/long.js,0.09603381773,0.90396618227,17575.0,1113.0,30.0,30.0,891.0,205.0,29.0,11.0
988,https://github.com/emotion-js/emotion,https://github.com/cssnano/cssnano,0.93722948474,0.06277051526,17575.0,1113.0,30.0,30.0,4815.0,319.0,30.0,6.0
